OBJECTID,INDEXKEY,STREET_NAME,ODD_LOW,ODD_HIGH,EVEN_LOW,EVEN_HIGH,LANES,CLASS,SPEED,Truck_Route,Name,Weight_res,Prefix,key2008,OneWay,Owner,Year_,Type,Inside_Outside_City,Total_Lane_Length,Prov_HGY,Designation,CityResponsibility,BlockPartyPermitted,RightofWayOwner,Priority,LEFT_LOW,LEFT_HIGH,RIGHT_LOW,RIGHT_HIGH,OK,Shape__Length
1549,S046602,Spiro Drive,53,67,56,64,2,Residential,50 Km\hr,Not a Truck Route,Spiro,Local,Promenade,S046602,No,City,2000,Through Street,,193.8404,,,,Yes,,,56,64,53,67,Y,96.9201961703945
1550,S046401,Rhonda Lane,9,45,6,42,2,Residential,50 Km\hr,Not a Truck Route,Rhonda,Local,Allée,S046401,No,City,1996,Through Street,,343.7223,,,,Yes,,,6,42,9,45,Y,171.861149627644
1551,S053301,Leah Street,9,9,6,6,2,Residential,50 Km\hr,Not a Truck Route,Leah,Local,Rue,S053301,No,City,2000,Through Street,,146.0654,,,,No,,2,6,6,9,9,Y,73.0327010918639
1552,S044301,McGee Street,103,197,102,188,2,Residential,50 Km\hr,Not a Truck Route,McGee,Local,Rue,S044301,No,Private,1973,Not a through street,,972.7664,,,,,,,102,188,103,197,Y,486.341675052189
1553,S055101,Eastwood Street,21,65,10,62,2,Residential,50 Km\hr,Not a Truck Route,Eastwood,Local,Rue,S055101,No,Private,1973,Through Street,,374.453,,,,,,,21,65,10,62,Y,187.202027200819
1554,S034701,Goodine Street,5,25,20,50,2,Minor Collector,50 Km\hr,Not a Truck Route,Goodine,Local,Rue,S034701,No,City,1977,Through Street,,262.1888,,,,No,,2,20,50,5,25,Y,131.094393313048
1555,S052101,McNally Court,3,21,6,18,2,Residential,50 Km\hr,Not a Truck Route,McNally,Local,Cour,S052101,No,City,2003,Cul-de-sac,,116.0141,,,,Yes,,,3,21,6,18,Y,58.0070451544301
1556,S052001,Rubin Court,7,19,4,22,2,Residential,50 Km\hr,Not a Truck Route,Rubin,Local,Cour,S052001,No,City,2003,Cul-de-sac,,117.2155,,,,Yes,,,7,19,4,22,Y,58.6077419210155
1557,S051901,Simon Court,5,17,2,20,2,Residential,50 Km\hr,Not a Truck Route,Simon,Local,Cour,S051901,No,City,2003,Cul-de-sac,,116.9036,,,,Yes,,,5,17,2,20,Y,58.451783507154
1558,S051801,Jennie Court,3,21,6,18,2,Residential,50 Km\hr,Not a Truck Route,Jennie,Local,Cour,S051801,No,City,2003,Cul-de-sac,,116.0887,,,,Yes,,,3,21,6,18,Y,58.0443349669743
1559,S051701,Joseph Court,7,21,4,18,2,Residential,50 Km\hr,Not a Truck Route,Joseph,Local,Cour,S051701,No,City,2003,Cul-de-sac,,115.9765,,,,Yes,,,7,21,4,18,Y,57.9882349203869
1560,S052202,Lonewater Street,65,65,54,62,2,Residential,50 Km\hr,Not a Truck Route,Lonewater,Local,Rue,S052202,No,City,1973,Dead End,,82.45116,,,,,,,65,65,54,62,Y,41.2255767626658
1561,S036501,Case Street,3,23,6,40,2,Residential,50 Km\hr,Not a Truck Route,Case,Local,Rue,S036501,No,City,1988,Not a through street,,284.4876,,,,Yes,,,6,40,3,23,Y,142.243819235933
1562,S042901,Wesbett Street,7,109,10,112,2,Residential,50 Km\hr,Not a Truck Route,Wesbett,Local,Rue,S042901,No,City,1996,Through Street,,675.5128,,,,Yes,,,10,112,7,109,Y,337.639924873822
1563,S043301,Draco Road,25,55,22,54,2,Residential,50 Km\hr,Not a Truck Route,Draco,Local,Chemin,S043301,No,City,1950,Through Street,,361.2811,,,,No,,,22,54,25,55,Y,180.640561462592
1564,S029406,Wilsey Road,,,,,2,Major Collector,80 Km\hr,Designated Truck Route,Wilsey,No Restrictions,Chemin,S029406,No,City,2002,Through Street,,2686.442,,Regional,Year Round,No,,1,,,,,Y,1343.20610871549
1565,S039701,Hodgson Road,,,90,344,2,Residential,50 Km\hr,Not a Truck Route,Hodgson,No Restrictions,Chemin,S039701,No,City,1973,Cul-de-sac,,1815.898,,,,No,,,90,344,,,Y,907.936500618643
1566,S039702,Hodgson Road,,,394,490,2,Residential,50 Km\hr,Not a Truck Route,Hodgson,Local,Chemin,S039702,No,City,1968,Cul-de-sac,,786.5464,,,,No,,,394,490,,,Y,393.27318768885
1567,S062701,Watson Drive,19,37,22,40,2,Residential,50 Km\hr,Not a Truck Route,Watson,Local,Promenade,S062701,No,City,1994,Through Street,,312.2431,,,,Yes,,,22,40,19,37,Y,156.121539727754
1568,Turnlane,,,,,,1,Residential,50 Km\hr,Not a Truck Route,,60% - City Bylaw,,Turnlane,No,DOT,1973,Through Street,,81.38779,,,,,,,,,,,,81.3877871011118
1569,S081010A,Brookside Drive,,,,,2,Major Collector,50 Km\hr,Not a Truck Route,Brookside,60% - City Bylaw,Promenade,S081010A,No,City,1973,Through Street,,123.4112,,By Pass,Winter,No,Yes,1,,,,,Y,61.7056085758561
1570,S034705,Goodine Street,171,227,174,218,2,Minor Collector,50 Km\hr,Not a Truck Route,Goodine,Local,Rue,S034705,No,City,1996,Through Street,,339.4402,,,,No,,2,174,218,171,227,Y,169.703898666011
1571,S034301,Adams Street,11,17,,,2,Residential,50 Km\hr,Not a Truck Route,Adams,Local,Rue,S034301,No,City,1977,Through Street,,196.3613,,,,No,,2,,,11,17,Y,98.1732043214623
1572,S035001,Alison Boulevard,21,225,26,350,2,Major Collector,50 Km\hr,Designated Truck Route,Alison,No Restrictions,Boulevard,S035001,No,City,1973,Through Street,,1863.567,,,,No,,1,21,225,26,350,Y,931.762759887768
1573,OffRamp,,,,,,1,Residential,50 Km\hr,Not a Truck Route,,Local,,OffRamp,No,DOT,2004,Through Street,,470.5443,,,,,,,,,,,,470.486017782941
1574,S042108,Vanier Highway,,,,,2,Freeway,90 Km\hr,Designated Truck Route,Vanier,No Restrictions,Route,S042108,Yes - East,DOT,1973,Through Street,,2638.968,,By Pass,,No,Yes,,,,,,Y,1319.47734488964
1575,TCH,Trans Canada Highway,,,,,2,Freeway,110 Km\hr,Designated Truck Route,TCH East,No Restrictions,Route,TCH,Yes - East,DOT,2004,,Outside,5433.102,,,,No,,,,,,,Y,2716.55093993284
1576,S085904,Main Street,25,37,30,34,2,Minor Arterial,50 Km\hr,Not a Truck Route,Main,60% - City Bylaw,Rue,S085904,No,City,1967,Through Street,,202.9715,,,,No,Yes,1,25,37,30,34,Y,101.485723159614
1577,S085906B,Main Street,111,143,120,132,2,Minor Arterial,50 Km\hr,Not a Truck Route,Main,60% - City Bylaw,Rue,S085906B,No,City,1973,Through Street,,434.407,,,,No,Yes,1,111,143,120,132,,217.203484256983
1578,S047606,Knowledge Park Drive,,,20,30,1,Major Collector,50 Km\hr,Not a Truck Route,Knowledge Park,Local,Promenade,S047607,Yes - West,City,1996,Through Street,,129.3633,,,,No,Yes,1,20,30,,,Y,129.363248676297
1579,S025166,Regent Street,,,,,4,Major Arterial,50 Km\hr,Designated Truck Route,Regent,90% - DOT,Rue,S025120C,No,DOT,1973,Through Street,,190.2527,,By Pass,Year Round,No,Yes,1,,,,,Y,47.5631879352586
1580,Turnlane,,,,,,1,Residential,50 Km\hr,Designated Truck Route,,90% - DOT,,Turnlane,No,DOT,1990,Through Street,,116.6645,,,,,,,,,,,,116.664531152534
1581,Turnlane,,,,,,1,Residential,50 Km\hr,Designated Truck Route,,90% - DOT,,Turnlane,No,DOT,1990,Through Street,,233.589,,,,,,,,,,,,233.588952049213
1582,S025165,Regent Street,,,,,4,Major Arterial,50 Km\hr,Designated Truck Route,Regent,90% - DOT,Rue,S025120B,No,DOT,1973,Through Street,,532.5478,,By Pass,Year Round,No,Yes,1,,,,,Y,133.136944813898
1583,S047607,Knowledge Park Drive,,,,,1,Major Collector,50 Km\hr,Not a Truck Route,Knowledge Park,Local,Promenade,S047606,Yes - East,City,1996,Through Street,,126.8834,,,,No,Yes,1,,,,,Y,126.88334277484
1584,Turnlane,,,,,,1,Residential,50 Km\hr,Not a Truck Route,,Local,,Turnlane,No,Private,1973,Through Street,,64.25564,,,,,,,,,,,,64.2556380778083
1585,S025163,Regent Street,1325,1371,1350,1350,4,Major Arterial,50 Km\hr,Designated Truck Route,Regent,90% - DOT,Rue,S025119B,No,DOT,1973,Through Street,,225.0868,,By Pass,Year Round,No,Yes,1,1350,1350,1325,1371,Y,56.2717069227636
1586,S024810,Prospect Street,1215,1241,1220,1250,4,Major Collector,50 Km\hr,Not a Truck Route,Prospect ,No Restrictions,Rue,S024810,No,City,1973,Through Street,,410.1065,,,,No,Yes,1,1215,1241,1220,1250,Y,102.526629391371
1587,S025158,Regent Street,,,1200,1222,4,Major Arterial,50 Km\hr,Designated Truck Route,Regent,90% - DOT,Rue,S025118B,No,DOT,1973,Through Street,,74.47845,,By Pass,Year Round,No,Yes,1,1200,1222,,,Y,18.6196133148336
1588,Turnlane,,,,,,1,Residential,50 Km\hr,Not a Truck Route,,60% - City Bylaw,,Turnlane,No,City,1973,Through Street,,145.7208,,,,,,,,,,,,145.720777763446
1589,S024807B,Prospect Street,,,,,4,Major Collector,50 Km\hr,Not a Truck Route,Prospect,60% - City Bylaw,Rue,S024807B,No,City,1973,Through Street,,209.0953,,,,No,Yes,1,,,,,Y,52.273822320388
1590,Turnlane,,,,,,1,Residential,50 Km\hr,Not a Truck Route,,60% - City Bylaw,,Turnlane,No,City,1973,Through Street,,66.4861,,,,,,,,,,,,66.4860958210345
1591,Turnlane,,,,,,1,Residential,50 Km\hr,Designated Truck Route,,Local,,Turnlane,No,City,1973,Through Street,,153.7876,,,,,,,,,,,,153.78764745829
1592,S024509,Priestman Street,685,721,700,900,2,Minor Collector,50 Km\hr,Designated Truck Route,Priestman,Local,Rue,S024509,No,City,1974,Through Street,,1066.622,,,,No,Yes,1,685,721,700,900,Y,533.311205975025
1593,Turnlane,,,,,,1,Residential,50 Km\hr,Not a Truck Route,,Local,,Turnlane,No,City,1973,Through Street,,142.5463,,,,,,,,,,,,142.546338890975
1594,Turnlane,,,,,,1,Residential,50 Km\hr,Not a Truck Route,,No Restrictions,,Turnlane,No,City,1973,Through Street,,80.33981,,,,,,,,,,,,80.3398110943593
1595,Turnlane,,,,,,1,Residential,50 Km\hr,Not a Truck Route,,No Restrictions,,Turnlane,No,City,1973,Through Street,,184.1398,,,,,,,,,,,,184.124664248717
1596,S024508,Priestman Street,655,655,680,680,2,Minor Collector,50 Km\hr,Designated Truck Route,Priestman,Local,Rue,S024508,No,City,1973,Through Street,,85.72276,,,,No,Yes,1,655,655,680,680,Y,42.8613801918559
1597,S030224,York Street,,,,,2,Major Collector,50 Km\hr,Not a Truck Route,York,Local,Rue,S030224,No,City,1973,Through Street,,70.75332,,,,No,,1,,,,,Y,35.3766587594619
1598,S030223,York Street,1079,1079,,,2,Major Collector,50 Km\hr,Not a Truck Route,York,Local,Rue,S030223,No,City,1973,Through Street,,61.67294,,,,No,,1,,,1079,1079,Y,30.836467155774
1599,Turnlane,,,,,,1,Residential,50 Km\hr,Not a Truck Route,,Local,,Turnlane,No,City,1973,Through Street,,95.80675,,,,,,,,,,,,95.8067483097864
1600,Turnlane,,,,,,1,Residential,50 Km\hr,Not a Truck Route,,No Restrictions,,Turnlane,No,City,1973,Through Street,,104.0872,,,,,,,,,,,,104.075168422039
1601,S022307B,Montgomery Street,,,650,650,2,Minor Collector,50 Km\hr,Not a Truck Route,Montgomery,Local,Rue,S022307B,No,City,1973,Through Street,,120.148,,,,No,Yes,2,,,650,650,Y,60.0740101043355
1602,S085908,Main Street,91,95,86,90,2,Minor Arterial,50 Km\hr,Not a Truck Route,Main,60% - City Bylaw,Rue,S085908,No,City,1967,Through Street,,105.5843,,,,No,Yes,1,91,95,86,90,,52.791456918669
1604,OffRamp,,,,,,2,,50 Km\hr,Designated Truck Route,,90% - DOT,,OffRamp,No,DOT,2004,Through Street,,1713.282,,By Pass,,,,,,,,,,856.567193459992
1605,S022306B,Montgomery Street,595,595,,,2,Minor Collector,50 Km\hr,Not a Truck Route,Montgomery,Local,Rue,S022306B,No,City,1973,Through Street,,98.31496,,,,No,,2,595,595,,,Y,49.15748267637
1606,Turnlane,,,,,,1,Residential,50 Km\hr,Not a Truck Route,,Local,,Turnlane,No,City,1973,Through Street,,76.46896,,,,No,,,,,,,,76.4689579221587
1607,Turnlane,,,,,,1,Residential,50 Km\hr,Not a Truck Route,,Local,,Turnlane,No,City,1973,Through Street,,98.66038,,,,,,,,,,,,98.6603751214543
1608,S041902,Bishop Drive,,,,,1,Major Collector,50 Km\hr,Not a Truck Route,Bishop,No Restrictions,Promenade,S041901C,No,City,1973,Through Street,,99.24142,,,,No,Yes,1,,,,,Y,99.2414174852336
1609,S041904,Bishop Drive,,,,,1,Major Collector,50 Km\hr,Not a Truck Route,Bishop,60% - City Bylaw,Promenade,S041901D,No,City,1973,Through Street,,72.49883,,,,No,Yes,1,,,,,Y,72.4988231961079
1610,Turnlane,,,,,,1,Residential,50 Km\hr,Not a Truck Route,,60% - City Bylaw,,Turnlane,No,City,1973,Through Street,,98.98164,,,,,,,,,,,,98.9816433306974
1611,S041903,Bishop Drive,,,10,40,1,Major Collector,50 Km\hr,Not a Truck Route,Bishop,60% - City Bylaw,Promenade,S041901B,No,City,1993,Through Street,,127.0263,,,,No,Yes,1,,,10,40,Y,127.026283969645
1616,S016703G,Forest Hill Road,,,,,2,Major Collector,50 Km\hr,Not a Truck Route,Forest Hill,Local,Chemin,S016703G,No,City,1973,Through Street,,22.23793,,,,No,Yes,,,,,,Y,11.1189669325074
1617,S016707A,Forest Hill Road,831,831,826,826,2,Major Collector,50 Km\hr,Not a Truck Route,Forest Hill,Local,Chemin,S016707A,No,City,1973,Through Street,,138.4282,,,,No,Yes,1,826,826,831,831,Y,69.2140926762525
1618,S016707B,Forest Hill Road,,,,,2,Major Collector,50 Km\hr,Not a Truck Route,Forest Hill,Local,Chemin,S016707B,No,City,1973,Through Street,,101.1005,,,,No,Yes,1,,,,,Y,50.5502289373262
1619,S016708B,Forest Hill Road,,,920,920,2,Major Collector,50 Km\hr,Not a Truck Route,Forest Hill,Local,Chemin,S016708B,No,City,1973,Through Street,,138.828,,,,No,Yes,1,920,920,,,Y,69.4025363285497
1620,S020601C,Lincoln Road,,,,,2,Major Arterial,70 Km\hr,Designated Truck Route,Lincoln,80% - DOT,Chemin,S020601C,No,City,1973,Through Street,,367.5281,,Designated,Year Round,No,Yes,1,,,,,Y,183.764054639661
1621,S029401B,Wilsey Road,95,95,26,116,2,Major Collector,50 Km\hr,Designated Truck Route,Wilsey,60% - City Bylaw,Chemin,S029401B,No,City,1973,Through Street,,355.2061,,,,No,Yes,1,26,116,95,95,Y,177.603035629823
1622,S020602E,Lincoln Road,,,514,700,2,Major Arterial,70 Km\hr,Designated Truck Route,Lincoln,80% - DOT,Chemin,S020602E,No,City,1973,Through Street,,1369.574,,Designated,Year Round,No,Yes,1,,,514,700,Y,684.779425377095
1623,S012401A,Brunswick Street,43,101,32,60,2,Major Arterial,50 Km\hr,Designated Truck Route,Brunswick,80% - DOT,Rue,S012401A,No,City,1973,Through Street,,164.3721,,Designated,Year Round,No,Yes,1,43,101,32,60,Y,82.1860517992981
1624,S012402A,Brunswick Street,,,108,114,2,Major Collector,50 Km\hr,Not a Truck Route,Brunswick,60% - City Bylaw,Rue,S012402A,Yes - East,City,1973,Through Street,,91.25859,,,,No,Yes,1,,,108,114,Y,45.6292943186656
1625,S027001A,Smythe Street,,,,,4,Minor Arterial,50 Km\hr,Designated Truck Route,Smythe,80% - DOT,Rue,S027001A,No,DOT,1973,Through Street,,43.53619,,Designated,Winter,No,Yes,,,,,,Y,10.8840479605496
1626,S027001C,Smythe Street,,,150,150,2,Minor Arterial,50 Km\hr,Designated Truck Route,Smythe,60% - City Bylaw,Rue,S027001C,No,City,1976,Through Street,,49.94897,,Designated,Winter,No,Yes,,150,150,,,Y,24.9744869810943
1627,Turnlane,,,,,,1,Residential,50 Km\hr,Not a Truck Route,,60% - City Bylaw,,Turnlane,No,City,1973,Through Street,,111.6224,,,,,,,,,,,,111.622394349288
1628,S012402B,Brunswick Street,127,189,116,190,2,Major Collector,50 Km\hr,Not a Truck Route,Brunswick,60% - City Bylaw,Rue,S012402B,Yes - East,City,1973,Through Street,,341.2451,,,,No,Yes,1,127,189,116,190,Y,170.622542870785
1629,Turnlane,,,,,,1,Residential,50 Km\hr,Designated Truck Route,,80% - DOT,,Turnlane,No,DOT,1973,Through Street,,121.5711,,,,,,,,,,,,121.571121576915
1630,S027001B,Smythe Street,,,106,122,4,Minor Arterial,50 Km\hr,Designated Truck Route,Smythe,80% - DOT,Rue,S027001B,No,DOT,1973,Through Street,,204.2606,,Designated,Winter,No,Yes,,106,122,,,Y,51.0651544595604
1631,S024903B,Queen Street,335,355,334,362,2,Major Collector,50 Km\hr,Not a Truck Route,Queen,Local,Rue,S024903B,Yes - West,City,1973,Through Street,,105.1111,,,,No,Yes,1,335,355,334,362,Y,52.5555259276707
1632,S041507,Boul. De la Pointe-Sainte-Anne Blvd,,,,,4,Major Arterial,60 Km\hr,Designated Truck Route,Saint Anne Point,80% - DOT,<Null>,S041507,No,DOT,1973,Through Street,,175.5744,,By Pass,Winter,No,,,,,,,,43.8936115958533
1633,S024907B,Queen Street,649,649,618,650,2,Major Collector,50 Km\hr,Not a Truck Route,Queen,Local,Rue,S024907B,Yes - West,City,1973,Through Street,,86.01889,,Designated,Year Round,No,Yes,1,649,649,618,650,Y,43.0094466367564
1634,S011903,King Street,319,399,304,400,2,Residential,50 Km\hr,Not a Truck Route,King,Local,Rue,S011903,No,City,1973,Through Street,,404.1067,,,,No,Yes,1,319,399,304,400,Y,202.053365475205
1635,S011502,Beaverbrook Street,,,,,2,Minor Arterial,50 Km\hr,Not a Truck Route,Beaverbrook,No Restrictions,Rue,S011501C,No,City,1973,Through Street,,86.56766,,,,No,Yes,1,,,,,Y,43.2830943720185
1636,cc,Beaverbrook Street,629,687,638,684,2,Minor Arterial,50 Km\hr,Designated Truck Route,Beaverbrook,60% - City Bylaw,Rue,S011502B,No,City,1973,Through Street,,281.2766,,,,No,Yes,1,629,687,638,684,Y,140.638303575003
1637,S015303B,Dundonald Street,365,365,,,2,Minor Arterial,50 Km\hr,Designated Truck Route,Dundonald,60% - City Bylaw,Rue,S015303B,No,City,1973,Through Street,,132.7225,,,,No,Yes,1,365,365,,,Y,66.3612606097999
1638,S030210B,York Street,479,481,498,498,2,Major Collector,50 Km\hr,Not a Truck Route,York,Local,Rue,S030210B,No,City,1973,Through Street,,104.7942,,,,No,Yes,1,498,498,479,481,Y,52.3970811895952
1639,S015304A,Dundonald Street,501,501,,,2,Minor Arterial,50 Km\hr,Designated Truck Route,Dundonald,60% - City Bylaw,Rue,S015304A,No,City,1973,Through Street,,199.3084,,,,No,Yes,1,501,501,,,Y,99.6542120406175
1640,Turnlane,Waggoners Lane,,,,,1,Residential,50 Km\hr,Not a Truck Route,,60% - City Bylaw,,Turnlane,No,City,1973,Through Street,,74.49682,,,,,,2,,,,,,74.4968184434613
1641,S027009B,Smythe Street,,,,,2,Minor Arterial,50 Km\hr,Not a Truck Route,Smythe,60% - City Bylaw,Rue,S027009B,No,City,1973,Through Street,,7.311412,,,,No,Yes,,,,,,Y,3.65570618791322
1642,Turnlane,,,,,,1,Residential,50 Km\hr,Designated Truck Route,,60% - City Bylaw,,Turnlane,No,City,1973,Through Street,,136.8957,,,,,,,,,,,,136.895707008413
1643,S027008B,Smythe Street,,,,,2,Minor Arterial,50 Km\hr,Designated Truck Route,Smythe,60% - City Bylaw,Rue,S027008B,No,City,1973,Through Street,,118.5198,,,,No,Yes,1,,,,,Y,59.2598988607472
1644,Turnlane,,,,,,1,Residential,50 Km\hr,Not a Truck Route,,60% - City Bylaw,,Turnlane,No,City,1973,Through Street,,79.44903,,,,,,,,,,,,79.4490272912611
1646,S017002B,Gibson Street,127,157,134,158,2,Minor Arterial,50 Km\hr,Not a Truck Route,Gibson,60% - City Bylaw,Rue,S017002B,No,City,1973,Through Street,,265.9421,,,,No,Yes,1,127,157,134,158,Y,132.971033212922
1647,S022610B,MacLaren Avenue,,,,,2,Minor Collector,50 Km\hr,Not a Truck Route,MacLaren,Local,Avenue,S022610B,No,City,1956,Through Street,,70.39328,,,,No,Yes,2,,,,,Y,35.1966397596143
1648,S017005,Gibson Street,243,285,242,280,2,Minor Arterial,50 Km\hr,Not a Truck Route,Gibson,60% - City Bylaw,Rue,S017005,No,City,1958,Through Street,,362.6773,,,,No,Yes,1,243,285,242,280,Y,181.338647518992
1649,S017006,Gibson Street,295,435,296,438,2,Minor Arterial,50 Km\hr,Not a Truck Route,Gibson,60% - City Bylaw,Rue,S017006,No,City,1958,Through Street,,1107.475,,,,No,Yes,1,295,435,296,438,Y,553.737735226256
1650,Turnlane,,,,,,1,Residential,50 Km\hr,Designated Truck Route,,60% - City Bylaw,,Turnlane,No,City,1973,Through Street,,96.57741,,,,,,,,,,,,96.5539617301295
1651,S028801B,Waggoners Lane,,,,,2,Minor Arterial,50 Km\hr,Designated Truck Route,Waggoners,60% - City Bylaw,Allée,S028801B,No,City,1973,Through Street,,65.88037,,,,No,Yes,2,,,,,Y,32.9388950276615
1652,S061009,Greenwood Drive,281,291,280,290,2,Residential,50 Km\hr,Designated Truck Route,Greenwood,No Restrictions,Promenade,S061009,No,City,1973,Through Street,,349.5129,,By Pass,Year Round,No,Yes,1,281,291,280,290,Y,174.756467030009
1653,S063001B,Barkers Point By-Pass,,,,,2,Major Arterial,80 Km\hr,Designated Truck Route,Barkers Point,No Restrictions,Diversion,S063001B,No,DOT,1973,Through Street,,167.2183,8,By Pass,,No,Yes,,,,,,,83.6091422127087
1654,S070208B,Canada Street,245,247,250,250,2,Minor Arterial,50 Km\hr,Not a Truck Route,Canada,60% - City Bylaw,Rue,S070208B,No,City,1973,Through Street,,155.8043,,,,No,Yes,1,245,247,250,250,Y,77.9021268296038
1655,Turnlane,,,,,,1,Residential,50 Km\hr,Not a Truck Route,,Local,,Turnlane,No,City,1973,Through Street,,54.33812,,,,,,,,,,,,54.3381153414207
1656,Turnlane,,,,,,1,Residential,50 Km\hr,Not a Truck Route,,Local,,Turnlane,No,City,1973,Through Street,,58.58103,,,,,,,,,,,,58.5810273857695
1657,S025905B,Saint Mary's Street,247,629,236,630,2,Major Arterial,50 Km\hr,Designated Truck Route,Saint Mary's,80% - DOT,Rue,S025905B,No,City,1973,Through Street,,2510.812,,Designated,Year Round,No,Yes,1,247,629,236,630,Y,1255.4059733899
1658,S025904B,Saint Mary's Street,235,235,232,238,2,Major Arterial,50 Km\hr,Designated Truck Route,Saint Mary's,No Restrictions,Rue,S025904B,No,City,1973,Through Street,,73.80811,,Designated,Year Round,No,Yes,1,235,235,232,238,Y,36.9040565437147
1659,S055602,Driftwood Loop,,,,,2,Residential,50 Km\hr,Not a Truck Route,Driftwood,Local,Cercle,S055602,No,Private,1973,Through Street,,427.1282,,,,,,,,,,,Y,213.518479121355
1660,S082509,Douglas Avenue,911,1045,906,1060,2,Minor Collector,50 Km\hr,Not a Truck Route,Douglas,Local,Avenue,S082509,No,City,1998,Through Street,,1065.923,,,,No,,2,911,1045,906,1060,,532.932755901348
1661,Turnlane,,,,,,1,Residential,50 Km\hr,Designated Truck Route,,80% - DOT,,Turnlane,No,City,1973,Through Street,,88.49906,,,,,,,,,,,,88.4631385688258
1662,S086014,Maple Street,,,,,2,Minor Collector,50 Km\hr,Designated Truck Route,Maple,No Restrictions,Rue,S086014,No,City,1973,Through Street,,93.01987,,Designated,Year Round,No,Yes,1,,,,,Y,46.5088273813279
1663,S076401B,Marysville By-Pass,,,,,2,Major Arterial,80 Km\hr,Designated Truck Route,Marysville,No Restrictions,Diversion,S076401B,No,DOT,1973,Through Street,,4890.58,8,By Pass,,No,Yes,,,,,,Y,2445.29006082562
1664,S025168,Regent Street,1445,1581,1430,1450,4,Major Arterial,50 Km\hr,Designated Truck Route,Regent,90% - DOT,Rue,S025121B,No,DOT,1973,Through Street,,1409.614,,By Pass,Year Round,No,Yes,1,1430,1450,1445,1581,Y,352.393766053861
1665,Offramp,,,,,,2,Major Collector,50 Km\hr,Designated Truck Route,,Local,,Offramp,No,DOT,1973,Through Street,,145.2095,,By Pass,Winter,No,Yes,,,,,,,85.2171171047436
1666,S017201A,Golf Club Road,15,21,24,28,2,Minor Collector,50 Km\hr,Not a Truck Route,Golf Club,Local,Chemin,S017201A,No,City,1971,Through Street,,111.239,,,,No,,2,24,28,15,21,Y,55.6194839833208
1667,S017803B,Hanwell Road,183,183,158,158,2,Major Arterial,50 Km\hr,Designated Truck Route,Hanwell,No Restrictions,Chemin,S017803B,No,City,1969,Through Street,,107.4875,,Regional,Year Round,No,Yes,1,158,158,183,183,Y,53.7437711950371
1668,S014901,Devon Avenue,761,767,746,772,2,Residential,50 Km\hr,Not a Truck Route,Devon,Local,Avenue,S014901,No,City,1980,Through Street,,465.14,,,,Yes,,,761,767,746,772,Y,232.55747133513
1669,Turnlane,,,,,,1,Residential,50 Km\hr,Not a Truck Route,,60% - City Bylaw,,Turnlane,No,City,1973,Through Street,,143.4758,,,,,,,,,,,Y,143.453784430023
1670,S060801,Dewitt Acres,5,49,2,56,2,Residential,50 Km\hr,Not a Truck Route,Dewitt,No Restrictions,Acres,S060801,No,City,1994,Dead End,,854.596,,,,Yes,,,5,49,2,56,Y,427.288368903289
1671,S055104,Eastwood Street,,,,,2,Residential,50 Km\hr,Not a Truck Route,Eastwood,Local,Rue,S055104,No,Private,1973,Through Street,Outside,244.9827,,,,,,,,,,,,122.468188492023
1672,minihome,Northwood Street,,,,,2,Residential,50 Km\hr,Not a Truck Route,Northwood,Local,Rue,minihome,No,Private,1973,Through Street,Outside,95.21664,,,,,,,,,,,,47.6060883339856
1673,minihome,Elmdale Crescent,,,,,2,Residential,50 Km\hr,Not a Truck Route,Elmwood,Local,Croissant,minihome,No,Private,1973,Through Street,Outside,466.6481,,,,,,,,,,,,233.27205331704
1674,S030007B,Woodstock Road,711,759,646,720,2,Major Arterial,50 Km\hr,Designated Truck Route,Woodstock,80% - DOT,Chemin,S030007B,No,City,1973,Through Street,,706.497,,Designated,Year Round,No,Yes,1,646,720,711,759,Y,353.236586535076
1675,S017802,Hanwell Road,53,63,,,2,Major Arterial,50 Km\hr,Designated Truck Route,Hanwell,No Restrictions,Chemin,S017802,No,City,1956,Through Street,,162.449,,Regional,Year Round,No,Yes,1,,,53,63,Y,81.2220848376269
1676,S030004B,Woodstock Road,,,398,398,2,Major Arterial,50 Km\hr,Designated Truck Route,Woodstock,80% - DOT,Chemin,S030004B,No,City,1973,Through Street,,97.93449,,Designated,Year Round,No,Yes,1,398,398,,,Y,48.9672453595886
1677,S025603A,Rookwood Avenue,175,187,176,182,2,Residential,50 Km\hr,Not a Truck Route,Rookwood,Local,Avenue,S025603A,No,City,1966,Through Street,,91.88688,,,,No,,2,176,182,175,187,Y,45.9434406351335
1678,S055603,Driftwood Loop,,,,,2,Residential,50 Km\hr,Not a Truck Route,Driftwood,Local,Cercle,S055603,No,Private,1973,Through Street,,507.2723,,,,,,,,,,,Y,253.613262735631
1683,Route8,Route 8,,,,,2,Freeway,110 Km\hr,Designated Truck Route,8 East,No Restrictions,,Route8,Yes - East,DOT,1997,Through Street,Outside,7052.341,,,,No,,,,,,,Y,3526.12381254135
1684,S017820,Hanwell Road,1065,1095,1010,1010,4,Major Arterial,50 Km\hr,Not a Truck Route,Hanwell,No Restrictions,Chemin,S017810B,No,City,1973,Through Street,,817.3679,,By Pass,Year Round,No,Yes,1,1010,1010,1065,1095,Y,204.341980351031
